id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
4946,"Wijziging van de Elektriciteitswet 1998 en de Gaswet ter uitvoering van richtlijn nr. 2003/54/EG, (PbEG L 176), verordening nr. 1228/2003 (PbEG L 176) en richtlijn nr. 2003/55/EG (PbEG L 176), alsmede in verband met de aanscherping van het toezicht op het netbeheer (Wijziging Elektriciteitswet 1998 en Gaswet in verband met implementatie en aanscherping toezicht netbeheer)",0,29372,15/12/2003,8,800,2004,8,800,gewoon wetsvoorstel,1,1,14,,31,0
4947,"Wijziging Wet tarieven gezondheidszorg, in verband met experimenten, prestatiebekostiging en enige andere maatregelen (WTG ExPres)",0,29379,22/12/2003,3,301,2004,3,301,gewoon wetsvoorstel,0,0,0,,1,0
4948,Wijziging van de Luchtvaartwet in verband met wijziging van de heffingen voor de luchthaven Schiphol,0,29378,22/12/2003,10,1003,2004,10,1003,gewoon wetsvoorstel,0,0,0,,2,1
4949,Goedkeuring van het voornemen tot opzegging van het op 28 juni 1962 te Genève totstandgekomen Verdrag betreffende de gelijkheid van behandeling van eigen onderdanen en vreemdelingen met betrekking tot de sociale zekerheid (Verdrag Nr. 118 aangenomen door de Internationale Arbeidsconferentie in haar zesenveertigste zitting,0,29382,24/12/2003,13,1300,2004,13,1300,goedkeuring verdrag,0,3,0,2000/59/EG,0,0
4950,Wijziging van enkele belastingwetten in verband met een herziening van de behandeling van de omzetting en kwijtschelding van afgewaardeerde vorderingen en de invoering van een aftrekverbod voor de aankoopkosten van een deelneming,0,29381,24/12/2003,15,1599,2004,15,1599,gewoon wetsvoorstel,0,0,0,,2,0
4951,Wijziging van de Woningwet (verbetering handhaafbaarheid en handhaving bouwregelgeving),0,29392,05/01/2004,14,1400,2004,14,1400,gewoon wetsvoorstel,0,0,0,,2,0
4952,Wijziging van de wet van 27 juni 2002 (Stb. 374) in verband met de invoering van een evaluatieverplichting van het vijfbanenstelsel van de luchthaven Schiphol,0,29395,08/01/2004,10,1003,2004,10,1003,gewoon wetsvoorstel,0,0,0,,0,2
4953,Wet buitenlandse schepen,0,29394,08/01/2004,10,1007,2004,10,1007,gewoon wetsvoorstel,1,0,1,,0,4
4954,Wijziging van de Wet voorkoming verontreiniging door schepen en de Wet op de economische delicten in verband met richtlijn nr. 2000/59/EG van het Europees Parlement en de Raad van de Europese Unie van 27 november 2000 betreffende havenontvangstvoorzieningen en ladingsresiduen,0,29400,15/01/2004,7,710,2004,7,701,gewoon wetsvoorstel,1,1,8,,1,0
4955,Wijziging van de Wet Fonds economische structuurversterking,0,29405,26/01/2004,1,100,2004,1,100,gewoon wetsvoorstel,0,0,0,,0,0
4956,Wijziging van de Wet rechtspositie rechterlijke ambtenaren in verband met de toepasselijkheid van de Wet arbeid en zorg ten aanzien van rechterlijke ambtenaren en rechterlijke ambtenaren in opleiding,0,29409,28/01/2004,12,1204,2004,12,1204,gewoon wetsvoorstel,0,0,0,,0,0
4957,Wijziging van de Wet studiefinanciering 2000 in verband met wijziging omzetmoment eerste 12 maanden prestatiebeurs en afschaffing 1 februari-regel,0,29412,30/01/2004,6,601,2004,6,601,gewoon wetsvoorstel,0,0,0,,1,0
4958,Bepalingen in verband met de fusie tussen De Nederlandsche Bank N.V. en de Stichting Pensioen- & Verzekeringskamer,0,29411,30/01/2004,1,104,2004,1,104,gewoon wetsvoorstel,0,0,0,,3,2
4959,Wijziging van het Burgerlijk Wetboek en het Wetboek van Burgerlijke Rechtsvordering teneinde de collectieve afwikkeling van massaschades te vergemakkelijken (Wet collectieve afwikkeling massaschade),0,29414,02/02/2004,15,1505,2004,15,1505,gewoon wetsvoorstel,0,0,0,,0,0
4960,"Wijziging van de Beginselenwet justitiële jeugdinrichtingen, de Beginselenwet verpleging ter beschikking gestelden, de Penitentiaire beginselenwet en enige andere wetten onder meer naar aanleiding van evaluatieonderzoeken",0,29413,02/02/2004,12,1206,2004,12,1206,gewoon wetsvoorstel,0,0,0,,0,0
4961,Goedkeuring en uitvoering van het op 3 september 2003 te Den Haag totstandgekomen Verdrag tussen het Koninkrijk der Nederlanden en de Vlaamse Gemeenschap van België inzake de accreditatie van opleidingen binnen het Nederlandse en Vlaamse hoger onderwijs,0,29419,04/02/2004,6,601,2004,6,601,goedkeuring verdrag,0,2,0,,0,0
4962,Wijziging van de Invoeringswet Wet werk en bijstand in verband met het verlenen van de bevoegdheid aan gemeentebesturen om in het kader van de Wet werk en bijstand categoriale regelingen voor de kosten van chronische ziekte of handicap voort te zetten of nieuwe categoriale regelingen terzake tot stand te brengen,0,29420,06/02/2004,5,502,2004,5,502,gewoon wetsvoorstel,0,0,0,,7,2
4963,Aanpassing van diverse wetten aan de Wet uniforme openbare voorbereidingsprocedure Awb (Aanpassingswet uniforme openbare voorbereidingsprocedure Awb),0,29421,07/02/2004,12,1204,2004,12,1204,gewoon wetsvoorstel,0,0,0,,1,0
4964,Wijziging van de Wet inzake de luchtverontreiniging (uitvoering EG-richtlijn nationale emissieplafonds),0,29422,07/02/2004,7,705,2004,7,705,gewoon wetsvoorstel,1,1,7,,0,0
4965,Goedkeuring van het op 29 april 2003 te Berlijn totstandgekomen Verdrag tussen het Koninkrijk der Nederlanden en de Bondsrepubliek Duitsland inzake de uitoefening van de Luchtverkeersleiding door de Bondsrepubliek Duitsland boven Nederlands grondgebied alsmede de gevolgen van burgergebruik van de luchthaven Niederrhein op het grondgebied van het Koninkrijk der Nederlanden,0,29437,21/02/2004,19,1913,2004,19,1921,goedkeuring verdrag,0,2,0,,0,1
4966,"Wijziging van de Ambtenarenwet en enkele andere wetten in verband met goed ambtelijk handelen, goed werkgeverschap en algemene regels over integriteit",0,29436,21/02/2004,20,2004,2004,20,2004,gewoon wetsvoorstel,0,0,0,2001/81/EG,4,0
4967,Wijziging van het Wetboek van Strafvordering (elektronische aangiften en processen-verbaal,0,29438,21/02/2004,12,1210,2004,12,1210,gewoon wetsvoorstel,0,0,0,,0,0
4968,Wijziging van de Gemeentewet en de Wet politieregisters in verband met de invoering van regels omtrent het gebruik van camera's ten behoeve van toezicht op openbare plaatsen (cameratoezicht op openbare plaatsen),0,29440,23/02/2004,2,208,2004,2,208,gewoon wetsvoorstel,0,0,0,,8,1
4969,Wijziging van het Wetboek van Strafvordering en enkele andere wetten in verband met de regeling van bevoegdheden tot het vorderen van gegevens (bevoegdheden vorderen gegevens),0,29441,23/02/2004,12,1299,2004,12,1299,gewoon wetsvoorstel,0,0,0,,0,0
4970,Wijziging van de Flora- en faunawet in verband met de verruiming van de mogelijkheden tot beheer en schadebestrijding van beschermde inheemse diersoorten,0,29448,02/03/2004,7,709,2004,7,709,gewoon wetsvoorstel,0,0,0,,3,0
4971,Wijziging van de Les- en cursusgeldwet in verband met definiëring consumentenprijsindex,0,29464,11/03/2004,6,601,2004,6,601,gewoon wetsvoorstel,0,0,0,,0,0
4972,Wijziging van de Wet bodembescherming en enkele andere wetten in verband met wijzigingen in het beleid inzake bodemsaneringen,0,29462,11/03/2004,7,711,2004,7,711,gewoon wetsvoorstel,0,0,0,,0,1
4973,Wijziging van de Huursubsidiewet (verhoging van het gedeelte van de rekenhuur dat voor rekening van de huurder blijft),0,29463,11/03/2004,14,1406,2004,14,1406,gewoon wetsvoorstel,0,0,0,,1,1
4974,Regels met betrekking tot het verstrekken van een brede doeluitkering aan provincies en regionaal openbare lichamen ten behoeve van de uitvoering van een integraal verkeer- en vervoerbeleid (Wet BDU verkeer en vervoer),0,29469,12/03/2004,10,1002,2004,10,1002,gewoon wetsvoorstel,0,0,0,,1,1
4975,Uitvoering van Verordening (EG) nr. [...] van het Europees Parlement en de Raad van de Europese Unie van [...] betreffende de verbetering van de beveiliging van schepen en havenfaciliteiten (Havenbeveiligingswet),0,29468,12/03/2004,10,1007,2004,10,1007,gewoon wetsvoorstel,1,1,7,,0,0
4976,Wijziging van de Wet op het primair onderwijs en de Wet op de expertisecentra in verband met het invoeren van het jaarverslag en een nieuwe regeling van informatievoorziening voor het primair en (voortgezet) speciaal onderwijs,0,29470,15/03/2004,6,602,2004,6,602,gewoon wetsvoorstel,0,0,0,,2,0
4977,"Wijziging van de Elektriciteitswet 1998, de Gaswet, de Postwet en de Telecommunicatiewet houdende een verruiming van de bestaande delegatiegrondslagen, zodat de EG-besluiten op het terrein van energie, post en telecommunicatie in een kortere tijdsspanne kunnen worden geïmplementeerd; met behoud van het primaat van de politiek, omdat de Staten-Generaal in een zo vroeg mogelijk stadium zullen worden betrokken bij de totstandkoming van die EG-besluiten, alsmede bij de keuzes die de lidstaten op grond van die besluiten kunnen maken (Wet totstandkoming en implementatie EG-besluiten op het terrein van de energie, post en telecommunicatie)",0,29474,16/03/2004,20,2011,2004,20,2011,gewoon wetsvoorstel,1,0,5,,0,0
4978,Wijziging van de Wet op het voortgezet onderwijs in verband met onder meer vereenvoudiging van de bekostigingsbepalingen,0,29473,16/03/2004,6,602,2004,6,602,gewoon wetsvoorstel,0,0,0,,2,0
4979,Wijziging van de Schepenwet in verband met de totstandkoming van de Rijkswet Onderzoeksraad voor veiligheid en de invoering van een nieuwe regeling van tuchtrechtspraak voor de zeescheepvaart,0,29476,17/03/2004,10,1007,2004,10,1007,gewoon wetsvoorstel,0,0,0,,0,0
4980,Wijziging van Boek 1 van het Burgerlijk Wetboek alsmede van enige andere wetten in verband met de vaststelling van kinderalimentaties (Wet herziening kinderalimentatiestelsel),0,29480,18/03/2004,12,1214,2004,12,1208,gewoon wetsvoorstel,0,0,0,,0,1
4981,Nieuwe regeling voor verplichte deelneming in een beroepspensioenregeling (Wet verplichte beroepspensioenregeling),0,29481,19/03/2004,5,509,2004,5,503,gewoon wetsvoorstel,0,0,0,,4,0
4982,Wijziging van de Ziekenfondswet in verband met het invoeren van een no-claimteruggaaf voor verzekerden die geen of weinig gebruik hebben gemaakt van zorg waarop ingevolge die wet aanspraak bestaat,0,29483,22/03/2004,3,301,2004,3,301,gewoon wetsvoorstel,0,0,0,,7,2
4983,Wijziging van de Wet op de Ruimtelijke Ordening (planschadevergoedingsovereenkomsten),0,29490,29/03/2004,21,2100,2004,21,2100,gewoon wetsvoorstel,0,0,0,,1,0
4984,Wijziging van de Wet op de orgaandonatie (evaluatie),0,29494,02/04/2004,3,321,2004,3,321,gewoon wetsvoorstel,0,0,0,,1,0
4985,Wijziging van de Wet werk en bijstand en enige andere wetten in verband met een aantal technische verbeteringen en het herstel van enkele omissies in de Invoeringswet Wet werk en bijstand,0,29499,02/04/2004,13,1302,2004,13,1302,gewoon wetsvoorstel,0,0,0,,3,0
4986,Wijziging van de arbeidsongeschiktheidswetten in verband met de wijziging van de systematiek van de herbeoordelingen (Wet wijziging systematiek herbeoordelingen arbeidsongeschiktheidswetten),0,29498,02/04/2004,13,1304,2004,13,1304,gewoon wetsvoorstel,0,0,0,,2,3
4987,Wijziging van de Wet arbeidsongeschiktheidsverzekering zelfstandigen en enige andere wetten in verband met de beëindiging van de toegang tot die verzekering voor diegenen die op of na de inwerkingtreding van deze wet arbeidsongeschikt worden (Wet einde toegang verzekering WAZ),0,29497,02/04/2004,13,1304,2004,13,1304,gewoon wetsvoorstel,0,0,0,,1,2
4988,Regels voor de financiële dienstverlening (Wet financiële dienstverlening),0,29507,03/04/2004,15,1504,2004,15,1504,gewoon wetsvoorstel,0,0,0,,14,8
4989,Wijziging van de Penitentiaire beginselenwet in verband met de tenuitvoerlegging van voorlopige hechtenis na veroordeling in eerste aanleg,0,29519,13/04/2004,12,1205,2004,12,1205,gewoon wetsvoorstel,0,0,0,,0,0
4990,Wijziging van enkele sociale zekerheidswetten en enige andere wetten in verband met het aanbrengen van enige vereenvoudigingen,0,29513,13/04/2004,13,1300,2004,13,1300,gewoon wetsvoorstel,0,0,0,,4,0
4991,Modernisering noodwetgeving Verkeer en Waterstaat en Economische Zaken,0,29514,13/04/2004,20,2018,2004,15,1523,gewoon wetsvoorstel,0,0,0,2003/92/EG,0,0
4992,Wijziging van de Wet vermindering afdracht loonbelasting en premie voor de volksverzekeringen (versnelde afschaffing afdrachtvermindering lage lonen),0,29516,13/04/2004,13,1302,2004,13,1302,gewoon wetsvoorstel,0,0,0,,0,4
4993,Wijziging van de Wet op de omzetbelasting 1968 met betrekking tot de plaats van levering van gas en elektriciteit (implementatie richtlijn gas en elektriciteit),0,29522,16/04/2004,8,800,2004,8,800,gewoon wetsvoorstel,1,1,6,,0,0
4994,Wijziging van de Wet arbeid vreemdelingen in verband met invoering van bestuursrechtelijke handhaving (Wet bestuurlijke boete arbeid vreemdelingen),0,29523,20/04/2004,5,529,2004,5,529,gewoon wetsvoorstel,0,0,0,,3,2
4995,Wijziging van de Wet op de formeel buitenlandse vennootschappen,0,29524,21/04/2004,15,1518,2004,15,1500,gewoon wetsvoorstel,1,1,1,,0,0
4996,Regels betreffende de financiering van de sociale verzekeringen (Wet financiering sociale verzekeringen),0,29529,22/04/2004,13,1300,2004,13,1300,gewoon wetsvoorstel,0,0,0,,5,2
4997,Wijziging van de Wet gemeenschappelijke regelingen en enkele andere wetten met het oog op de instelling van plusregio's (Wijzigingswet Wgr-plus),0,29532,22/04/2004,20,2001,2004,20,2001,gewoon wetsvoorstel,0,0,0,2003/87/EG,8,0
4998,Invoering van de Wet financiering sociale verzekeringen (Invoeringswet Wet financiering sociale verzekeringen),0,29531,22/04/2004,13,1300,2004,13,1300,gewoon wetsvoorstel,0,0,0,,2,0
4999,Instelling van een aansluitende zone voor het Koninkrijk,0,29533,26/04/2004,21,2199,2004,21,2199,gewoon wetsvoorstel,0,0,0,,0,0
5000,Voorstel van wet van het lid Duyvendak tot wijziging van enkele wetten in verband met de invoering van een belasting ter regulering van het verkeer (Tolwet),1,29535,NA,10,1002,2004,10,1002,gewoon wetsvoorstel,0,0,0,,0,0
5001,Regeling met betrekking tot tegemoetkomingen in de kosten van kinderopvang en waarborging van de kwaliteit van kinderopvang (Wet kinderopvang),0,28447,29/04/2004,13,1309,2004,13,1308,gewoon wetsvoorstel,0,0,0,,35,27
5002,Wijziging van de Wegenverkeerswet 1994 met betrekking tot het verlenen van ontheffingen in bepaalde gevallen door de Dienst Wegverkeer en enkele technische wijzigingen,0,29545,10/05/2004,10,1006,2004,10,1002,gewoon wetsvoorstel,0,0,0,,0,0
5003,Wijziging van de begrotingsstaat van het Ministerie van Buitenlandse Zaken (V) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29555,,,,2004,,,begroting,,,,,1,0
5004,Wijziging van de begrotingsstaten van het Ministerie van Economische Zaken (XIII) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29561,,,,2004,,,begroting,,,,,0,0
5005,Wijziging van de begrotingsstaat van het Infrastructuurfonds voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29568,,,,2004,,,begroting,,,,,0,0
5006,Wijziging van de begrotingsstaat van het Fonds economische structuurversterking voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29571,,,,2004,,,begroting,,,,,0,0
5007,Wijziging van de begrotingsstaat van het Diergezondheidsfonds voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29570,,,,2004,,,begroting,,,,,0,0
5008,Wijziging van de begrotingsstaat van het provinciefonds voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29567,,,,2004,,,begroting,,,,,0,0
5009,"Wijziging van de begrotingsstaat van het Ministerie van Landbouw, Natuur en Voedselkwaliteit (XIV) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota)",0,29562,,,,2004,,,begroting,,,,,0,0
5010,Wijziging van de begrotingsstaat van het Spaarfonds AOW voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29569,,,,2004,,,begroting,,,,,0,0
5011,"Wijziging van de begrotingsstaat van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota)",0,29564,,,,2004,,,begroting,,,,,3,1
5012,Wijziging van de begrotingsstaten van het ministerie van Justitie (VI) voor het jaar 2004 (wijziging samenhangende met de voorjaarsnota),0,29556,,,,2004,,,begroting,,,,,0,0
5013,Wijziging van de begrotingsstaat van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29560,,,,2004,,,begroting,,,,,0,0
5014,"Wijziging van de begrotingsstaten van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota)",0,29558,,,,2004,,,begroting,,,,,1,0
5015,Wijziging van de begrotingsstaten van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29557,,,,2004,,,begroting,,,,,0,0
5016,"Wijziging van de begrotingsstaat van het Ministerie van Algemene Zaken, vaststelling en wijziging van de begrotingsstaat van het kabinet der Koningin en vaststelling van de begrotingsstaat van de Commissie van toezicht betreffende de inlichtingen- en veiligheidsdiensten (III) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota)",0,29553,,,,2004,,,begroting,,,,,0,0
5017,"Wijziging van de begrotingsstaten van de Hoge Colleges van Staat, het kabinet van de Gouverneur van de Nederlandse Antillen en het kabinet van de Gouverneur van Aruba (II) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota)",0,29552,,,,2004,,,begroting,,,,,0,0
5018,Wijziging van de begrotingsstaat van het ministerie van Defensie (X) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29559,,,,2004,,,begroting,,,,,0,0
5019,Wijziging van de begrotingsstaat van Koninkrijksrelaties (IV) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29554,,,,2004,,,begroting,,,,,0,0
5020,Wijziging van de begrotingsstaten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 2004 (wijziging samenhangende met de Voorjaarsnota),0,29563,,,,2004,,,begroting,,,,,1,0
5021,Voorstel van wet van de leden Dubbelboer en Duyvendak houdende het ongedaan maken van de tijdelijkheid van de Tijdelijke referendumwet,1,29551,NA,20,2017,2004,20,2011,gewoon wetsvoorstel,0,0,0,,1,0
5022,Wijziging van de Wet milieubeheer en enige andere wetten ten behoeve van de implementatie van richtlijn nr. 2003/87/EG van het Europees Parlement en de Raad van de Europese Unie van 13 oktober 2003 tot vaststelling van een regeling voor de handel in broeikasgasemissierechten binnen de Gemeenschap en tot wijziging van Richtlijn 96/61/EG van de Raad (PbEU L 275) en de instelling van een emissieautoriteit (Implementatiewet EG-richtlijn handel in broeikasgasemissierechten),0,29565,14/05/2004,7,705,2004,7,705,gewoon wetsvoorstel,1,1,16,,0,1
